step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
890.0,98,68119.0,661.3495145631068,0.5643559189776212,98,68119.0,0.019121584228533755,98,68119.0,False,,
895.0,98,68609.0,672.6372549019608,0.4771480943410712,98,68609.0,0.01882063919618618,98,68609.0,False,,
900.0,98,69099.0,684.1485148514852,0.35687204172096554,98,69099.0,0.01979931835135513,98,69099.0,False,,
905.0,98,69589.0,682.2450980392157,0.5225342284047999,98,69589.0,0.019264838626273543,98,69589.0,False,,
910.0,98,70079.0,687.0490196078431,0.5164941818508141,98,70079.0,0.009539316615407417,98,70079.0,False,,
915.0,98,70569.0,691.8529411764706,0.5581611949922383,98,70569.0,0.019694779852764816,98,70569.0,False,,
920.0,98,71059.0,703.5544554455446,0.38729401416510495,98,71059.0,0.01818495995279274,98,71059.0,False,,
925.0,98,71549.0,701.4607843137255,0.5494686084466505,98,71549.0,0.02,98,71549.0,False,,
930.0,98,72039.0,706.2647058823529,0.523740176098479,98,72039.0,0.018972881651539757,98,72039.0,False,,
935.0,98,72529.0,718.1089108910891,0.4060610276172185,98,72529.0,0.0,98,72529.0,False,,
940.0,98,73019.0,702.1057692307693,0.6326023930915624,98,73019.0,0.029717401133730195,98,73019.0,False,,
945.0,100,73514.0,706.8653846153846,0.49924899619072083,100,73514.0,0.018861830276550036,100,73514.0,False,,
950.0,100,74014.0,711.6730769230769,0.4559208083992781,100,74014.0,0.01851862798733355,100,74014.0,False,,
955.0,100,74514.0,716.4807692307693,0.46575191605446903,100,74514.0,0.018382426936427543,100,74514.0,False,,
960.0,100,75014.0,721.2884615384615,0.45612933030137365,100,75014.0,0.018742089221527043,100,75014.0,False,,
965.0,100,75514.0,726.0961538461538,0.458227290656907,100,75514.0,0.01884455156560115,100,75514.0,False,,
970.0,100,76014.0,730.9038461538462,0.4658758225981383,100,76014.0,0.019218303863308306,100,76014.0,False,,
975.0,100,76514.0,735.7115384615385,0.4609996980749186,100,76514.0,0.018402743777204845,100,76514.0,False,,
980.0,100,77014.0,740.5192307692307,0.4595791370602439,100,77014.0,0.018308050926170744,100,77014.0,False,,
985.0,100,77514.0,738.2285714285714,0.6093740966381218,100,77514.0,0.028133403158076328,100,77514.0,False,,
990.0,100,78014.0,750.1346153846154,0.499658181799422,100,78014.0,0.018600936428739338,100,78014.0,False,,
995.0,100,78514.0,762.2718446601941,0.3676669443407283,100,78514.0,0.009096460273996538,100,78514.0,False,,
1000.0,100,79014.0,759.75,0.5427745937310493,100,79014.0,0.018360849987776276,100,79014.0,False,,
1005.0,100,79514.0,764.5576923076923,0.5366624932531369,100,79514.0,0.018757432056712132,100,79514.0,False,,
1010.0,100,80014.0,754.8490566037735,0.8076540456817368,100,80014.0,0.036964264601665145,100,80014.0,False,,
1015.0,102,80516.0,766.8190476190476,0.40869680333502606,102,80514.0,0.018525055204587935,102,80514.0,False,,
1020.0,102,81026.0,779.0961538461538,0.27040252766946976,102,80993.0,0.0,102,80993.0,False,,
1025.0,102,81536.0,769.2075471698113,0.5190993519759776,102,81462.0,0.018871280981274018,102,81462.0,False,,
1030.0,102,82046.0,781.3904761904762,0.364190285815939,102,81916.0,0.018774883666471273,102,81916.0,False,,
1035.0,102,82556.0,778.8301886792453,0.46461530009033064,102,82365.0,0.01841323525796012,102,82365.0,False,,
1040.0,102,83066.0,783.6415094339623,0.4578767961712069,102,82797.0,0.018386643368881093,102,82797.0,False,,
1045.0,102,83576.0,781.0841121495328,0.5907133295946896,102,83213.0,0.028067070863560625,102,83213.0,False,,
1050.0,102,84086.0,793.2641509433962,0.4667805251701004,102,83618.0,0.018354502546372095,102,83618.0,False,,
1055.0,102,84596.0,798.0754716981132,0.4817379202786401,102,84002.0,0.009618898428105184,102,84002.0,False,,
1060.0,102,85106.0,802.8867924528302,0.48562279986910734,102,84372.0,0.019148771873906473,102,84372.0,False,,
1065.0,102,85616.0,807.6981132075472,0.4757982452232116,102,84730.0,0.01813969715090535,102,84730.0,False,,
1070.0,102,86126.0,812.5094339622641,0.49870266409340114,102,85080.0,0.018677778810977864,102,85080.0,False,,
1075.0,102,86636.0,817.3207547169811,0.4970739181926179,102,85412.0,0.018660376603152812,102,85412.0,False,,
1080.0,102,87146.0,829.9619047619047,0.38212356101625555,102,85740.0,0.0,102,85740.0,False,,
1085.0,103,87657.0,811.6388888888889,0.5228049440435443,103,86045.0,0.018572551363361025,103,86045.0,False,,
1090.0,104,88176.0,824.0747663551402,0.3859965338997544,104,86331.0,0.008724940606288471,104,86331.0,False,,
1095.0,104,88696.0,821.2592592592592,0.4771884801230421,104,86601.0,0.01797733518775772,104,86601.0,False,,
1100.0,104,89216.0,833.7943925233645,0.32572730577493136,104,86863.0,0.018006708744239864,104,86863.0,False,,
1105.0,104,89736.0,830.8888888888889,0.4795067523815707,104,87123.0,0.02736129316313891,104,87123.0,False,,
1110.0,104,90256.0,835.7037037037037,0.4858696047736681,104,87383.0,0.018599290334854676,104,87383.0,False,,
1115.0,104,90776.0,840.5185185185185,0.46639131039743587,104,87643.0,0.0,104,87643.0,False,,
1120.0,104,91296.0,837.5779816513761,0.6215434817642393,104,87895.0,0.018355939889795305,104,87895.0,False,,
1125.0,104,91816.0,858.0934579439253,0.3781246985690341,104,88135.0,0.017544755653054876,104,88135.0,False,,
1130.0,104,92336.0,854.9629629629629,0.48243356814404464,104,88375.0,0.017965717734790585,104,88375.0,False,,
1135.0,104,92856.0,859.7777777777778,0.48504614412990676,104,88615.0,0.017834124973634968,104,88615.0,False,,
1140.0,104,93376.0,880.9056603773585,0.23450906508486472,104,88855.0,0.009011423807225255,104,88855.0,False,,
1145.0,104,93896.0,869.4074074074074,0.493236495945064,104,89095.0,0.017688411135390037,104,89095.0,False,,
1150.0,104,94416.0,874.2222222222222,0.4899450931193138,104,89335.0,0.01757227993229511,104,89335.0,False,,
1155.0,104,94936.0,863.0545454545454,0.6342843389123479,104,89570.0,0.026906333794779195,104,89570.0,False,,
1160.0,106,95463.0,867.8454545454546,0.49721700808755254,106,89791.0,0.01771995040890423,106,89791.0,False,,
1165.0,106,95993.0,872.6636363636363,0.4864969272893332,106,90011.0,0.027331158309457183,106,90011.0,False,,
1170.0,106,96523.0,877.4818181818182,0.4795800521665832,106,90231.0,0.018024579735613246,106,90231.0,False,,
1175.0,106,97053.0,890.394495412844,0.3403741075316844,106,90451.0,0.009100554655697911,106,90451.0,False,,
1180.0,106,97583.0,887.1181818181818,0.48823876050452414,106,90671.0,0.01798112192153278,106,90671.0,False,,
1185.0,106,98113.0,891.9363636363636,0.4727741523315957,106,90891.0,0.01792819688582859,106,90891.0,False,,
1190.0,106,98643.0,896.7545454545455,0.5046802065438794,106,91107.0,0.017702652309350364,106,91107.0,False,,
1195.0,106,99173.0,901.5727272727273,0.5021493470912071,106,91309.0,0.017298819903867294,106,91309.0,False,,
1200.0,106,99703.0,923.175925925926,0.2745727345165976,106,91509.0,0.0,106,91509.0,False,,
1205.0,106,100233.0,911.209090909091,0.504977042288979,106,91709.0,0.01819725210197974,106,91709.0,False,,
1210.0,106,100763.0,932.9907407407408,0.22815069422861559,106,91909.0,0.017774110027404342,106,91909.0,False,,
1215.0,106,101293.0,920.8454545454546,0.47886910845519637,106,92109.0,0.018396298525660576,106,92109.0,False,,
1220.0,106,101823.0,925.6636363636363,0.45869808820091534,106,92309.0,0.017288126980374772,106,92309.0,False,,
1225.0,106,102353.0,913.8660714285714,0.6572407624974319,106,92505.0,0.021554625239427395,106,92505.0,False,,
1230.0,107,102886.0,918.625,0.5243609034658541,107,92684.0,0.017995270496302146,107,92684.0,False,,
1235.0,108,103426.0,940.2363636363636,0.2572445729505013,108,92864.0,5.330063787235438e-07,108,92864.0,False,,
1240.0,108,103966.0,928.2678571428571,0.5192897250618855,108,93044.0,0.017377096755177877,108,93044.0,False,,
1245.0,108,104506.0,941.4954954954954,0.3764805425770131,108,93224.0,0.016923756000155648,108,93224.0,False,,
1250.0,108,105046.0,937.9107142857143,0.48704312426497126,108,93404.0,0.016801699875880188,108,93404.0,False,,
